UNIQUE CODE,STATE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,LATITUDE,LONGITUDE,WINNING PARTY, PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT,TOTAL BALLOT ISSUED,TOTAL UNRETURNED VOTES,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN CANDIDATE VOTE,BN CANDIDATE LOST DEPOSIT,PH,PH CANDIDATE,PH CANDIDATE SEX,PH CANDIDATE AGE,PH CANDIDATE VOTE,PH CANDIDATE LOST DEPOSIT,GS,GS CANDIDATE,GS CANDIDATE SEX,GS CANDIDATE AGE,GS CANDIDATE VOTE,GS CANDIDATE LOST DEPOSIT,GSABAH (1),GSABAH (1) CANDIDATE,GSABAH (1) CANDIDATE SEX,GSABAH (1) CANDIDATE AGE,GSABAH (1) VOTE,GSABAH (1) CANDIDATE LOST DEPOSIT,GSABAH (2),GSABAH (2) CANDIDATE,GSABAH (2) CANDIDATE SEX,GSABAH (2) CANDIDATE AGE,GSABAH (2) VOTE,GSABAH (2) CANDIDATE LOST DEPOSIT,WARISAN,WARISAN CANDIDATE,WARISAN CANDIDATE SEX,WARISAN CANDIDATE AGE,WARISAN CANDIDATE VOTE,WARISAN CANDIDATE LOST DEPOSIT,OTHER PARTY 1,OTHER PARTY 1 CANDIDATE,OTHER PARTY 1 CANDIDATE SEX,OTHER PARTY 1 CANDIDATE AGE,OTHER PARTY 1 CANDIDATE VOTE,OTHER PARTY 1 CANDIDATE LOST DEPOSIT,OTHER PARTY 2,OTHER PARTY 2 CANDIDATE,OTHER PARTY 2 CANDIDATE SEX,OTHER PARTY 2 CANDIDATE AGE,OTHER PARTY 2 CANDIDATE VOTE,OTHER PARTY 2 CANDIDATE LOST DEPOSIT,INDEPENDENT 1,INDEPDENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 CANDIDATE VOTE,INDEPENDENT 1 CANDIDATE LOST DEPOSIT,INDEPENDENT 2,INDEPDENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 CANDIDATE VOTE,INDEPENDENT 2 CANDIDATE LOST DEPOSIT
P.166,Wilayah Persekutuan Labuan,P.166,Labuan,5.3168336,115.2198613,BN - UMNO,Barisan Nasional (BN),,28356,1450,76.63,21729,69,302,21358,UMNO,ROZMAN BIN ISLI,MALE,53,10164,,,,,,,,PAS,USTAZ JUNID,MALE,,1555,LOST DEPOSIT,PHRS,SITI ZALEHA BINTI S.W. IBRAHIM,FEMALE,,925,LOST DEPOSIT,,,,,,,WARISAN,NOOR HALIM BIN ZAINI,MALE,53,8714,,,,,,,,,,,,,,,,,,,,,,,,,
P.167,Sabah,P.167,Kudat,7.2316455,117.1711562,BN - UMNO,Barisan Nasional (BN),,52251,1359,73.12,38205,171,955,37079,UMNO,DATUK ABD RAHIM BAKRI,MALE,57,18503,,,,,,,,,,,,,,,,,,,,PPRS,MOHD ASHRAF CHIN ABDULLAH,MALE,,1432,LOST DEPOSIT,WARISAN,SHARIFF AZMAN SH ALONG,MALE,48,17144,,,,,,,,,,,,,,,,,,,,,,,,,
P.168,Sabah,P.168,Kota Marudu,6.4465546,116.828293,BN - PBS,Barisan Nasional (BN),,47007,1774,74.95,35231,146,1179,33906,PBS,DATUK SERI PANGLIMA DR. MAXIMUS JOHNITY ONGKILI,MALE,65,13033,,,,,,,,,,,,,,PHRS,DATUK MAIJOL MAHAP,MALE,,11259,,,,,,,,WARISAN,BARLUS BIN MANGABIS,MALE,,7113,,PCS,DR. PAUL PORODONG,MALE,,2501,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.169,Sabah,P.169,Kota Belud,6.3347195,116.4835961,WARISAN,Warisan,,57919,4262,82.12,47565,294,1173,46098,UMNO,SALLEH SAID KERUAK,MALE,61,19167,,,,,,,,PAS,HJ. AG LAIMAN BIN HJ. IKIN,MALE,57,1410,LOST DEPOSIT,PHRS,MIASIN @ AIMADUDDIN BIN MION,MALE,,2092,LOST DEPOSIT,,,,,,,WARISAN,MUNIRAH MAJILIS,FEMALE,36,23429,,,,,,,,,,,,,,,,,,,,,,,,,
P.170,Sabah,P.170,Tuaran,6.0659213,116.3198111,BN - UPKO,Barisan Nasional (BN),,54400,7624,82.42,44834,233,958,43643,UPKO,DATUK SERI PANGLIMA WILFRED MADIUS TANGAU,MALE,60,22494,,PKR,CHRISNADIA SINAM,FEMALE,35,14870,,PAS,PAUMIN @ MOD AMINUDDIN BIN ALING,MALE,,1357,LOST DEPOSIT,PHRS,SYRA PETER @ P GOM,FEMALE,,2311,LOST DEPOSIT,,,,,,,,,,,,,PCS,KALAKAU @ KALAKAN BIN UNTOL @ ENTO,MALE,,2611,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.171,Sabah,P.171,Sepanggar,6.0679124,116.0743453,WARISAN,Warisan,,62415,12984,78.53,49012,314,913,47785,UMNO,ABD RAHMAN BIN DAHLAN,MALE,53,15436,,,,,,,,,,,,,,SAPP,JEFFREY KUMIN,MALE,51,2958,LOST DEPOSIT,,,,,,,WARISAN,MOHD AZIS BIN JAMMAN,MALE,44,28420,,PCS,ROBERT SOPINING,MALE,,971,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.172,Sabah,P.172,Kota Kinabalu,5.9780066,116.0728988,PH - DAP,Pakatan Harapan (PH),,56220,24086,76.44,42973,100,563,42310,PBS,DR. JOSEPH LEE HAN KYUN,MALE,46,7546,,DAP,CHAN FOONG HIN,MALE,40,31632,,,,,,,,SAPP,YONG TECK LEE,MALE,60,3132,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.173,Sabah,P.173,Putatan,5.8814478,116.0656182,PH - PKR,Pakatan Harapan (PH),,41312,2339,77.13,31865,249,826,30790,UPKO,DATUK DR. MARCUS MAKIN MOJIGOH,MALE,66,11767,,PKR,AWANG HUSAINI BIN DATUK SAHARI,MALE,51,14106,,PAS,ZULZAIM HILMEE ABIDIN,MALE,,2434,LOST DEPOSIT,PHRS,EDMUND JIVOL DOUDILIM,MALE,60,1755,LOST DEPOSIT,,,,,,,,,,,,,ANAKNEGERI,MIL KUSIN ABDILLAH SULAI,MALE,,728,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.174,Sabah,P.174,Penampang,5.8626228,116.1138146,WARISAN,Warisan,,53131,23473,82.17,43659,134,417,43108,UPKO,CEASAR MANDELA MALAKUN,MALE,27,8997,,,,,,,,,,,,,,STAR,CLEFTUS STEPHEN SPINE,MALE,63,1196,LOST DEPOSIT,,,,,,,WARISAN,DARELL LEIKING,MALE,44,32470,,ANAKNEGERI,DR. EDWIN @ JACK BOSI,MALE,62,445,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.175,Sabah,P.175,Papar,5.7461495,116.0449789,WARISAN,Warisan,,43586,325,83.83,36540,161,543,35836,UMNO,ROSNAH HJ ABD RASHID SHIRLIN,FEMALE,46,17069,,,,,,,,,,,,,,STAR,JAMIL BIN WILLIAM CORE,MALE,54,892,LOST DEPOSIT,,,,,,,WARISAN,AHMAD BIN HASSAN,MALE,58,17394,,PCS,ELBERT BIN SIKUIL,MALE,,481,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.176,Sabah,P.176,Kimanis,5.6150677,115.8883036,BN - UMNO,Barisan Nasional (BN),,29618,156,86.16,25519,106,385,25028,UMNO,ANIFAH AMAN,MALE,65,11942,,,,,,,,,,,,,,PHRS,JAAFAR BIN ISMAIL,MALE,61,1300,LOST DEPOSIT,,,,,,,WARISAN,KARIM BIN BUJANG,MALE,65,11786,,,,,,,,,,,,,,,,,,,,,,,,,
P.177,Sabah,P.177,Beaufort,5.2911244,115.672474,BN - UMNO,Barisan Nasional (BN),,33342,3331,84.44,28154,143,799,27212,UMNO,DATUK AZIZAH BINTI MOHD DUN,FEMALE,58,11354,,PKR,DATUK JOHN OT GHANI,MALE,68,7835,,,,,,,,PHRS,LAJIM BIN UKIN (DATUK SERI PANGLIMA),MALE,63,8023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.178,Sabah,P.178,Sipitang,4.634452,115.6861012,BN - UMNO,Barisan Nasional (BN),,31882,852,79.93,25483,116,596,24771,UMNO,HAFEZ MUSA,MALE,39,12038,,,,,,,,,,,,,,PHRS,DAYANG AEZZY BINTI LIMAN,FEMALE,,1547,LOST DEPOSIT,,,,,,,WARISAN,NOOR HAYATY BINTI MUSTAPHA,FEMALE,48,11186,,,,,,,,,,,,,,,,,,,,,,,,,
P.179,Sabah,P.179,Ranau,5.8980313,116.6696079,PH - PKR,Pakatan Harapan (PH),,43706,1076,77.57,33904,193,769,32942,UPKO,DATUK DR. EWON EBIN,MALE,64,13804,,PKR,JONATHAN BIN YASIN,MALE,,14880,,,,,,,,STAR,SOUDI @ SAMI BIN ANDANG,MALE,,3148,LOST DEPOSIT,,,,,,,,,,,,,PCS,ANDAU BIN YASUN @ BRUNO,MALE,,1110,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.180,Sabah,P.180,Keningau,5.2179477,116.2463149,GSABAH - STAR,Sabah Star,,51177,45,79.94,40913,242,522,40149,PBS,DATUK DANIEL KINSIK,MALE,59,12742,,,,,,,,,,,,,,STAR,DATUK DR. JEFFREY KITINGAN,MALE,70,13286,,,,,,,,WARISAN,JAKE NOINTIN,MALE,,13241,,PCS,JIUS BIN AWANG,MALE,,433,LOST DEPOSIT,,,,,,,INDEPENDENT - KEY,MAIMIN @ JEFFRUS RIJAN,MALE,,248,LOST DEPOSIT,INDEPENDENT - BOOK,DATUK JUSTIN GUKA,MALE,,199,LOST DEPOSIT
P.181,Sabah,P.181,Tenom,4.9104025,115.9050951,PH - DAP,Pakatan Harapan (PH),,29182,1133,78.91,23027,128,661,22238,UMNO,RUBIN BIN BALANG,MALE,55,10230,,DAP,NOORITA SUAL,FEMALE,38,11363,,,,,,,,PHRS,LAIMOI @ YUSLINAH BINTI LAIKIM,FEMALE,,645,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.182,Sabah,P.182,Pensiangan,4.5384978,116.3117345,BN - PBRS,Barisan Nasional (BN),,31377,2314,79.53,24955,59,528,24368,PBRS,ARTHUR JOSEPH KURUP,MALE,36,11783,,PKR,RAYMOND BIN AHUAR,MALE,33,9469,,,,,,,,STAR,RICHARD JOE JIMMY,MALE,,2839,LOST DEPOSIT,,,,,,,,,,,,,PCS,MAIDIN BIN ATAK @ MAIDIN HAJI OSMAN,MALE,,212,LOST DEPOSIT,,,,,,,INDEPENDENT - HOUSE,ENGAH BIN SINTAN,MALE,,65,LOST DEPOSIT,,,,,,
P.183,Sabah,P.183,Beluran,6.1366933,117.3629228,BN - UMNO,Barisan Nasional (BN),,28509,7115,75.79,21606,76,832,20698,UMNO,DATUK RONALD KIANDEE,MALE,57,13007,,,,,,,,,,,,,,PHRS,SIPIN BIN KADANDI,MALE,,996,LOST DEPOSIT,PPRS,LEM MATIN @ SALIM BIN MATIN,MALE,,273,LOST DEPOSIT,WARISAN,DR. JAPAR BIN ZAIRUN,MALE,49,5892,,PCS,TOIDY LUIT,MALE,,284,LOST DEPOSIT,,,,,,,INDEPENDENT - BOOK,SALIMAH BINTI OYONG,FEMALE,,246,LOST DEPOSIT,,,,,,
P.184,Sabah,P.184,Libaran,6.1154317,118.0218224,BN - UMNO,Barisan Nasional (BN),,47914,678,77.74,37248,157,948,36143,UMNO,ZAKARIA BIN MOHD. EDRIS @ TUBAU,MALE,58,17799,,,,,,,,,,,,,,PHRS,ALFIAN BIN MANSYUR,MALE,35,1223,LOST DEPOSIT,,,,,,,WARISAN,IRWANSHAH BIN MUSTAPA,MALE,,17121,,,,,,,,,,,,,,,,,,,,,,,,,
P.185,Sabah,P.185,Batu Sapi,5.8037817,118.0445333,WARISAN,Warisan,,32574,4619,73.77,24029,113,655,23261,PBS,LINDA TSEN THAU LIN,MALE,62,8357,,PAN,HAMZAH ABDULLAH,MALE,64,980,LOST DEPOSIT,PAS,NORSAH BONGSU,FEMALE,47,948,LOST DEPOSIT,,,,,,,,,,,,,WARISAN,LIEW VUI KEONG,MALE,58,12976,,,,,,,,,,,,,,,,,,,,,,,,,
P.186,Sabah,P.186,Sandakan,5.8391274,118.1158598,PH - DAP,Pakatan Harapan (PH),,39777,10098,72.07,28668,76,502,28090,LDP,LIM MING HOO,MALE,59,8996,,DAP,STEPHEN WONG TIEN FATT,MALE,64,19094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.187,Sabah,P.187,Kinabatangan,5.332648,118.1212915,BN - UMNO,Barisan Nasional (BN),,28730,9478,77.47,22257,78,661,21518,UMNO,BUNG MOKTAR RADIN,MALE,59,14465,,,,,,,,,,,,,,PHRS,MUSTAPA BIN DATU TAMBUYONG,MALE,,2066,LOST DEPOSIT,,,,,,,WARISAN,GHAZALI ABDUL GHANI,MALE,,4987,,,,,,,,,,,,,,,,,,,,,,,,,
P.188,Sabah,P.188,Silam,4.9566648,118.164739,WARISAN,Warisan,,60942,6401,72.68,44294,175,1079,43040,UMNO,DATU NASRUN BIN DATU MANSUR,MALE,66,16951,,,,,,,,PAS,RAMLI BIN PATARUDDIN,MALE,44,1431,LOST DEPOSIT,PHRS,SITI SHAZIANTI BINTI AJAK,FEMALE,,1306,LOST DEPOSIT,,,,,,,WARISAN,MOHAMADDIN BIN KETAPI,MALE,61,23352,,,,,,,,,,,,,,,,,,,,,,,,,
P.189,Sabah,P.189,Semporna,4.4790765,118.4297732,WARISAN,Warisan,,48248,20674,71.74,34613,205,982,33426,UMNO,HAJI RAMLEE MARAHABAN,MALE,55,6135,,,,,,,,PAS,ABDUL NASIR BIN AB RAUP,MALE,42,384,LOST DEPOSIT,PHRS,ASMARA BIN ASMAD,MALE,,98,LOST DEPOSIT,,,,,,,WARISAN,MOHD. SHAFIE APDAL,MALE,62,26809,,,,,,,,,,,,,,,,,,,,,,,,,
P.190,Sabah,P.190,Tawau,4.2435206,117.885331,PH - PKR,Pakatan Harapan (PH),,59919,4727,73.20,43861,127,981,42753,PBS,MARY YAP KAIN CHING,FEMALE,67,16673,,PKR,CHRISTINA LIEW,FEMALE,66,21400,,PAS,MOHAMAD BIN HUSAIN,MALE,66,2518,LOST DEPOSIT,PHRS,ALIZAMAN BIN JIJURAHMAN,MALE,,2162,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.191,Sabah,P.191,Kalabakan,4.4808936,117.4071326,WARISAN,Warisan,,52199,3187,72.88,38041,292,840,36909,UMNO,ABDUL GHAPUR SALLEH,MALE,75,15299,,,,,,,,PAS,NORBIN BIN ALOH,MALE,,2813,LOST DEPOSIT,PPRS,AHMAD BIN LAHAMA,MALE,,311,LOST DEPOSIT,,,,,,,WARISAN,MA'MUN BIN SULAIMAN,MALE,62,18486,,,,,,,,,,,,,,,,,,,,,,,,,
P.192,Sarawak,P.192,Mas Gading,1.4166866,110.1561153,PH - DAP,Pakatan Harapan (PH),,29617,3024,77.06,22822,68,236,22518,PDP,NOGEH ANAK GUMBEK,MALE,61,9747,,DAP,MORDI ANAK BIMOL,MALE,33,12771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.193,Sarawak,P.193,Santubong,1.7368773,110.3325372,BN - PBB,Barisan Nasional (BN),,45628,19485,74.23,33868,155,440,33273,PBB,WAN JUNAIDI BIN TUANKU JAAFAR,MALE,72,26379,,PAN,MOHAMAD FIDZUAN BIN ZAIDI,MALE,40,6894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.194,Sarawak,P.194,Petra Jaya,1.5715783,110.351203,BN - PBB,Barisan Nasional (BN),,57925,15017,75.12,43513,214,354,42945,PBB,FADILLAH BIN YUSOF,MALE,56,28306,,PKR,NOR IRWAN BIN AHMAT NOR,MALE,42,13289,,PAS,HAMDAN BIN SANI,MALE,31,1350,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.195,Sarawak,P.195,Bandar Kuching,1.6346489,110.3422861,PH - DAP,Pakatan Harapan (PH),,81856,35973,75.11,61483,119,241,61123,SUPP,KHO TECK WAN,FEMALE,41,12575,,DAP,KELVIN YII LEE WUEN,MALE,32,48548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.196,Sarawak,P.196,Stampin,1.5078284,110.3516797,PH - DAP,Pakatan Harapan (PH),,66240,14221,79.33,52550,243,408,51899,SUPP,SIM KUI HIAN,MALE,53,18839,,DAP,CHONG CHIENG JEN,MALE,47,33060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.197,Sarawak,P.197,Kota Samarahan,1.4596157,110.4954562,BN - PBB,Barisan Nasional (BN),,46300,16992,78.94,36551,253,431,35867,PBB,RUBIAH BINTI WANG,FEMALE,50,25070,,PAN,SOPIAN BIN JULAIHI,MALE,50,8078,,PAS,ZULKIPLI BIN RAMZI,MALE,40,2719,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.198,Sarawak,P.198,Puncak Borneo,1.3350614,110.3048801,PH - PKR,Pakatan Harapan (PH),,46180,4005,76.10,35142,108,514,34520,PBB,GENOT ANAK SINEL @ JEANNOTH SINEL,MALE,53,14860,,PKR,WILLIE ANAK MONGIN,MALE,43,18865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STAR SARAWAK,BULN ANAK PATRICK RIBOS,MALE,49,795,LOST DEPOSIT,,,,,,,,,,,,
P.199,Sarawak,P.199,Serian,1.1136159,110.6182211,BN - SUPP,Barisan Nasional (BN),,37629,9905,74.09,27880,76,385,27419,SUPP,RICHARD RIOT ANAK JAEM,MALE,67,17545,,DAP,EDWARD ANAK ANDREW LUWAK @ EDWARD LUWAK,MALE,65,7640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FISH,SENIOR ANAK WILLIAM RADE,MALE,59,2234,LOST DEPOSIT,,,,,,
P.200,Sarawak,P.200,Batang Sadong,1.418612,110.7036751,BN - PBB,Barisan Nasional (BN),,23213,12328,74.74,17349,63,220,17066,PBB,NANCY BINTI SHUKRI,FEMALE,57,14208,,PAN,OTHMAN BIN MUSTAPHA @ MOS,MALE,63,1880,LOST DEPOSIT,PAS,ASAN BIN SINGKRO,MALE,55,978,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.201,Sarawak,P.201,Batang Lupar,2.5023855,112.9547283,BN - PBB,Barisan Nasional (BN),,29811,10277,69.11,20603,49,403,20151,PBB,ROHANI BINTI ABDUL KARIM,FEMALE,63,14204,,PAN,NARUDIN BIN MENTALI,MALE,,2020,LOST DEPOSIT,PAS,WAN ABDILLAH BIN WAN AHMAD,MALE,46,3927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.202,Sarawak,P.202,Sri Aman,1.2097123,111.2866092,BN - PRS,Barisan Nasional (BN),,33016,5820,70.81,23379,84,295,23000,PRS,MASIR ANAK KUJAT,MALE,64,14141,,PKR,NORINA UMOI ANAK UTOT,FEMALE,57,8321,,,,,,,,,,,,,,,,,,,,,,,,,,PBDSB,COBBOLD ANAK LUSOI,MALE,56,538,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.203,Sarawak,P.203,Lubok Antu,1.2860121,111.8674654,INDEPENDENT,Independent,,20801,1059,71.08,14785,35,199,14551,PRS,ROBERT PASANG ANAK ALAM,MALE,52,4775,,PKR,NICHOLAS BAWIN ANAK ANGGAT,MALE,59,3942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,TAMBAT @ JUGAH AK MUYANG,MALE,54,5834,,,,,,,
P.204,Sarawak,P.204,Betong,1.4797292,111.474787,BN - PBB,Barisan Nasional (BN),,29145,8116,72.62,21165,162,283,20720,PBB,ROBERT LAWSON CHUAT ,MALE,60,12517,,PKR,NOEL CHANGGAI BUCKING,MALE,,3802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,ABANG AHMAD BIN ABANG SUNI,MALE,64,4401,,,,,,,
P.205,Sarawak,P.205,Saratok,1.7668371,111.4087566,PH - PKR,Pakatan Harapan (PH),,30517,989,75.64,23084,120,257,22707,PDP,JAGAH @ SUBENG ANAK MULA,MALE,55,10859,,PKR,ALI ANAK BIJU ,MALE,50,11848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.206,Sarawak,P.206,Tanjong Manis,2.129,111.2907,BN - PBB,Barisan Nasional (BN),,21899,8674,65.87,14425,81,214,14130,PBB,YUSUF BIN ABD WAHAB,MALE,54,11402,,PAN,MOHAMAD FADILLAH BIN SABALI,MALE,37,2728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.207,Sarawak,P.207,Igan,2.8212516,111.7063114,BN - PBB,Barisan Nasional (BN),,19592,8495,66.33,12996,98,317,12581,PBB,AHMAD JOHNIE BIN ZAWAWI,MALE,56,10538,,PAN,ANDRI ZULKARNAEN BIN HAMDEN,MALE,46,2043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.208,Sarawak,P.208,Sarikei,2.1294846,111.5230586,PH - DAP,Pakatan Harapan (PH),,39561,2570,78.09,30895,79,340,30476,SUPP,HUANG TIONG SII,MALE,49,13757,,DAP,WONG LING BIU,MALE,59,16327,,,,,,,,,,,,,,,,,,,,,,,,,,PBK,WONG CHIN KING,MALE,52,392,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.209,Sarawak,P.209,Julau,1.8198041,111.8990022,INDEPENDENT,Independent,,25380,1931,73.16,18569,49,241,18279,PRS,JOSEPH SALANG ANAK GANDUM,MALE,68,8174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - CHAIR,LARRY SOON @ LARRY SNG WEI SHIEN,MALE,39,10105,,,,,,,
P.210,Sarawak,P.210,Kanowit,1.9353301,112.2098575,BN - PRS,Barisan Nasional (BN),,21022,4312,72.06,15149,62,295,14792,PRS,AGO ANAK DAGANG,MALE,60,9552,,PKR,SATU ANAK ANCHOM,MALE,44,5240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.211,Sarawak,P.211,Lanang,2.2397256,111.8478428,PH - DAP,Pakatan Harapan (PH),,61973,14546,74.90,46419,162,365,45892,SUPP,KONG SIEN CHIU,MALE,46,15359,,DAP,ALICE LAU KIONG YIENG,FEMALE,37,29905,,,,,,,,,,,,,,,,,,,,,,,,,,PEACE,PRISCILLA LAU,FEMALE,49,628,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.212,Sarawak,P.212,Sibu,2.2906434,111.8256158,PH - DAP,Pakatan Harapan (PH),,74149,11422,77.80,57689,421,515,56753,SUPP,WONG KEE YEW,MALE,42,22389,,DAP,OSCAR LING CHAI YEW,MALE,41,33811,,,,,,,,,,,,,,,,,,,,,,,,,,PEACE,TIEW YEN HOUNG,FEMALE,48,377,LOST DEPOSIT,STAR SARAWAK,TIONG ING TUNG,MALE,50,176,LOST DEPOSIT,,,,,,,,,,,,
P.213,Sarawak,P.213,Mukah,2.8118528,112.291206,BN - PBB,Barisan Nasional (BN),,30608,7000,69.28,21205,120,379,20706,PBB,HANIFAH HAJAR TAIB,FEMALE,46,13853,,PKR,ABDUL JALIL BIN BUJANG,MALE,59,6853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.214,Sarawak,P.214,Selangau,2.4955896,112.3524958,PH - PKR,Pakatan Harapan (PH),,30026,486,74.44,22352,48,334,21970,PRS,RITA SARIMAH ANAK PATRICK INSOL,FEMALE,57,10742,,PKR,BARU BIAN,MALE,60,11228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.215,Sarawak,P.215,Kapit,2.0139027,112.9356766,BN - PBB,Barisan Nasional (BN),,30658,10479,60.29,18485,82,278,18125,PBB,ALEXANDER NANTA LINGGI,MALE,60,14302,,DAP,PAREN ANAK NYAWI,MALE,37,3823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.216,Sarawak,P.216,Hulu Rajang,2.2907,114.849,BN - PRS,Barisan Nasional (BN),,27520,6315,64.41,17727,68,306,17353,PRS,UGAK ANAK KUMBONG,MALE,56,11834,,PKR,ABUN SUI ANYIT,MALE,45,5519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.217,Sarawak,P.217,Bintulu,3.1874261,113.0472803,BN - PDP,Barisan Nasional (BN),,65049,7022,73.85,48036,55,523,47458,PDP,TIONG KING SING,MALE,57,27076,,DAP,CHIEW CHAN YEW,MALE,31,20054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STAR SARAWAK,CHIENG LEA PHING,FEMALE,59,328,LOST DEPOSIT,,,,,,,,,,,,
P.218,Sarawak,P.218,Sibuti,4.5126609,114.0146618,BN - PBB,Barisan Nasional (BN),,31868,3676,71.22,22697,44,284,22369,PBB,LUKANISMAN BIN AWANG SAUNI,MALE,36,12214,,PKR,JEMAT PANJANG,MALE,60,8538,,PAS,ZULAIHI BIN BAKAR,MALE,49,1617,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.219,Sarawak,P.219,Miri,4.392739,113.9880255,PH - PKR,Pakatan Harapan (PH),,80386,13663,72.70,58439,111,513,57815,SUPP,SEBASTIAN TING CHIEW YEW,MALE,63,22076,,PKR,MICHAEL TEO YU KENG,MALE,71,35739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.220,Sarawak,P.220,Baram,3.2022972,115.3967428,BN - PDP,Barisan Nasional (BN),,35685,1990,63.91,22806,55,399,22352,PDP,ANYI NGAU,MALE,60,12171,,PKR,ROLAND ENGAN,MALE,46,10181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.221,Sarawak,P.221,Limbang,4.3519985,115.0602417,BN - PBB,Barisan Nasional (BN),,26409,7710,67.41,17802,133,201,17468,PBB,HASBI BIN HABIBOLLAH,MALE,55,12589,,PKR,RICARDO OSMUND YAMPIL BABA,MALE,64,4879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.222,Sarawak,P.222,Lawas,4.4551211,115.427188,BN - PBB,Barisan Nasional (BN),,21297,6000,68.32,14550,143,157,14250,PBB,HENRY SUM AGONG,MALE,72,10037,,PKR,DANNY PIRI,MALE,39,4037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,MOHAMAD BIN HAJI BRAHIM,MALE,53,176,LOST DEPOSIT,,,,,,
